mcsteps,1,2,3,4,5,6,7,8,9,10
0,3940.0,1052.0,968.0,109.0,32.0,0.0,124.0,0.0,0.0,29.0
10000,3940.0,982.0,829.0,109.0,56.0,0.0,222.0,9.0,1.0,29.0
20000,3940.0,921.0,704.0,107.0,74.0,0.0,277.0,29.0,12.0,31.0
30000,3940.0,834.0,588.0,107.0,84.0,0.0,345.0,26.0,30.0,31.0
40000,3940.0,767.0,494.0,107.0,97.0,0.0,366.0,38.0,30.0,31.0
50000,3940.0,698.0,401.0,107.0,114.0,0.0,379.0,45.0,43.0,31.0
60000,3940.0,634.0,331.0,107.0,119.0,1.0,372.0,47.0,52.0,31.0
70000,3940.0,575.0,277.0,107.0,128.0,1.0,373.0,27.0,108.0,31.0
80000,3940.0,515.0,217.0,107.0,129.0,1.0,371.0,38.0,91.0,31.0
90000,3940.0,454.0,177.0,107.0,131.0,1.0,341.0,47.0,80.0,31.0
100000,3937.0,449.0,241.0,116.0,128.0,1.0,336.0,36.0,97.0,35.0
110000,3937.0,409.0,186.0,116.0,137.0,1.0,334.0,34.0,95.0,35.0
120000,3937.0,362.0,151.0,116.0,146.0,1.0,314.0,38.0,138.0,35.0
130000,3937.0,332.0,125.0,116.0,144.0,1.0,290.0,39.0,130.0,35.0
140000,3937.0,303.0,106.0,116.0,136.0,2.0,263.0,28.0,137.0,35.0
150000,3937.0,274.0,84.0,116.0,130.0,2.0,244.0,27.0,133.0,35.0
160000,3937.0,251.0,65.0,116.0,124.0,2.0,221.0,29.0,124.0,35.0
170000,3937.0,225.0,44.0,116.0,116.0,2.0,207.0,23.0,160.0,35.0
180000,3937.0,193.0,33.0,116.0,117.0,1.0,176.0,34.0,137.0,35.0
190000,3937.0,169.0,30.0,116.0,104.0,2.0,136.0,30.0,144.0,35.0
200000,3935.0,168.0,109.0,125.0,98.0,1.0,135.0,17.0,142.0,39.0
210000,3935.0,156.0,75.0,125.0,97.0,0.0,135.0,23.0,128.0,39.0
220000,3935.0,135.0,59.0,124.0,97.0,0.0,126.0,17.0,157.0,40.0
230000,3935.0,123.0,45.0,124.0,90.0,0.0,116.0,17.0,150.0,40.0
240000,3935.0,106.0,32.0,124.0,92.0,0.0,102.0,17.0,128.0,40.0
250000,3935.0,86.0,23.0,123.0,86.0,0.0,97.0,9.0,116.0,41.0
260000,3935.0,79.0,21.0,122.0,83.0,0.0,82.0,13.0,106.0,42.0
270000,3935.0,65.0,17.0,122.0,83.0,0.0,70.0,8.0,126.0,42.0
280000,3935.0,51.0,10.0,122.0,68.0,0.0,71.0,3.0,108.0,42.0
290000,3935.0,40.0,9.0,122.0,62.0,0.0,61.0,10.0,92.0,42.0
300000,3933.0,49.0,81.0,132.0,55.0,0.0,82.0,5.0,81.0,45.0
310000,3933.0,44.0,57.0,131.0,56.0,0.0,82.0,15.0,88.0,46.0
320000,3933.0,37.0,40.0,130.0,52.0,1.0,78.0,13.0,87.0,47.0
330000,3933.0,32.0,34.0,129.0,49.0,1.0,64.0,11.0,97.0,48.0
340000,3933.0,30.0,23.0,129.0,44.0,2.0,58.0,10.0,94.0,48.0
350000,3933.0,26.0,18.0,129.0,42.0,2.0,48.0,8.0,111.0,48.0
360000,3933.0,23.0,11.0,129.0,36.0,1.0,45.0,8.0,110.0,48.0
370000,3933.0,18.0,10.0,127.0,28.0,1.0,38.0,3.0,119.0,50.0
380000,3933.0,15.0,7.0,126.0,27.0,1.0,34.0,2.0,127.0,51.0
390000,3933.0,13.0,6.0,126.0,19.0,1.0,30.0,4.0,118.0,51.0
400000,3932.0,18.0,80.0,134.0,19.0,1.0,48.0,7.0,116.0,56.0
410000,3932.0,16.0,56.0,134.0,19.0,1.0,52.0,11.0,107.0,56.0
420000,3932.0,14.0,34.0,133.0,21.0,1.0,60.0,10.0,119.0,57.0
430000,3932.0,10.0,29.0,133.0,21.0,1.0,40.0,13.0,118.0,57.0
440000,3932.0,9.0,20.0,132.0,18.0,1.0,34.0,8.0,121.0,58.0
450000,3932.0,9.0,14.0,130.0,17.0,1.0,34.0,4.0,130.0,60.0
460000,3932.0,5.0,11.0,129.0,15.0,1.0,33.0,2.0,118.0,61.0
470000,3932.0,3.0,5.0,125.0,15.0,1.0,28.0,5.0,114.0,65.0
480000,3932.0,2.0,4.0,125.0,11.0,1.0,22.0,6.0,120.0,65.0
490000,3932.0,2.0,4.0,124.0,10.0,1.0,21.0,1.0,113.0,66.0
500000,3931.0,9.0,75.0,133.0,12.0,0.0,49.0,1.0,106.0,70.0
510000,3931.0,7.0,49.0,133.0,11.0,0.0,59.0,7.0,112.0,70.0
520000,3931.0,6.0,35.0,130.0,10.0,0.0,50.0,14.0,121.0,73.0
530000,3931.0,4.0,24.0,127.0,11.0,0.0,50.0,6.0,134.0,76.0
540000,3931.0,4.0,19.0,125.0,10.0,0.0,43.0,5.0,146.0,78.0
550000,3931.0,2.0,13.0,125.0,6.0,0.0,43.0,3.0,142.0,78.0
560000,3931.0,1.0,8.0,125.0,6.0,0.0,35.0,9.0,137.0,78.0
570000,3931.0,1.0,7.0,123.0,6.0,0.0,25.0,5.0,152.0,80.0
580000,3931.0,1.0,5.0,122.0,5.0,0.0,22.0,1.0,139.0,81.0
590000,3931.0,1.0,4.0,122.0,4.0,0.0,17.0,3.0,123.0,81.0
600000,3928.0,11.0,77.0,129.0,3.0,0.0,40.0,1.0,129.0,87.0
610000,3928.0,9.0,52.0,129.0,5.0,0.0,53.0,4.0,128.0,87.0
620000,3928.0,9.0,37.0,128.0,5.0,0.0,47.0,12.0,140.0,88.0
630000,3928.0,5.0,26.0,127.0,8.0,0.0,44.0,7.0,152.0,89.0
640000,3928.0,5.0,18.0,124.0,7.0,0.0,37.0,10.0,157.0,92.0
650000,3928.0,4.0,9.0,121.0,6.0,1.0,39.0,2.0,172.0,95.0
660000,3928.0,3.0,6.0,120.0,6.0,1.0,39.0,2.0,169.0,96.0
670000,3928.0,1.0,5.0,119.0,8.0,1.0,33.0,4.0,174.0,97.0
680000,3928.0,1.0,4.0,118.0,7.0,1.0,23.0,7.0,175.0,98.0
690000,3928.0,0.0,2.0,118.0,6.0,1.0,22.0,2.0,183.0,98.0
700000,3925.0,8.0,67.0,128.0,7.0,1.0,51.0,4.0,186.0,101.0
710000,3925.0,1.0,43.0,127.0,12.0,1.0,62.0,5.0,196.0,102.0
720000,3925.0,1.0,33.0,126.0,12.0,1.0,58.0,7.0,201.0,103.0
730000,3925.0,0.0,22.0,124.0,12.0,1.0,50.0,6.0,206.0,105.0
740000,3925.0,0.0,16.0,124.0,11.0,1.0,45.0,5.0,218.0,105.0
750000,3925.0,0.0,13.0,124.0,9.0,1.0,39.0,4.0,210.0,105.0
760000,3925.0,0.0,8.0,122.0,9.0,1.0,29.0,9.0,218.0,107.0
770000,3925.0,0.0,6.0,120.0,7.0,1.0,23.0,4.0,218.0,109.0
780000,3925.0,0.0,3.0,118.0,7.0,1.0,21.0,3.0,224.0,111.0
790000,3925.0,0.0,2.0,118.0,7.0,1.0,17.0,1.0,222.0,111.0
800000,3922.0,7.0,77.0,126.0,10.0,0.0,41.0,1.0,223.0,116.0
