mcsteps,xCOM,yCOM,zCOM,il8,il1,il6,il10,tnf,tgf
120000,214,92,0,1.6629093e-09,8.678195e-12,0.0,0.0,2.291101e-16,9.003344e-24
120000,282,242,0,2.457518e-09,6.382877e-23,0.0,0.0,0.0,0.0
120000,472,377,0,1.1555326e-09,4.2847414e-12,2.4662653e-17,3.4307395e-24,7.101549e-22,1.306025e-14
120000,188,173,0,1.8836077e-09,1.1683113e-13,0.0,0.0,4.0618303e-26,0.0
120000,203,153,0,1.9924165e-09,8.041229e-21,0.0,0.0,0.0,0.0
120000,151,351,0,2.000514e-09,6.2536645e-24,8.274e-41,0.0,0.0,1.322697e-22
120000,452,464,0,1.1926424e-09,2.6897675e-12,3.0865694e-19,3.2350146e-27,2.1795724e-22,1.3609041e-13
120000,289,294,0,2.2138176e-09,3.501613e-16,0.0,0.0,4.4425403e-37,0.0
120000,171,21,0,1.191685e-09,2.0229466e-15,3.5252052e-34,0.0,2.0065371e-31,2.1373292e-16
120000,124,60,0,1.513717e-09,5.6421306e-22,3.735905e-19,5.7817977e-28,3.5165979e-34,1.3701192e-17
120000,172,133,0,1.7865563e-09,1.0621311e-17,4.995814e-25,1.3071308e-35,4.76e-43,1.3746538e-37
120000,127,457,0,1.1146174e-09,3.8020698e-11,1.1234171e-12,1.7225593e-16,2.5617987e-16,8.878164e-21
120000,56,454,0,1.2428462e-09,5.124164e-16,8.90746e-20,2.5864773e-29,5.0828174e-36,4.7088964e-14
120000,479,146,0,1.4266104e-09,1.9883682e-16,4.154311e-37,0.0,7.061542e-38,5.9527596e-12
120000,103,296,0,1.8563743e-09,9.709346e-39,2.1745506e-30,1e-45,0.0,1.3327731e-31
120000,245,64,0,1.8985258e-09,2.0306613e-15,1.045778e-25,4.1713158e-38,1.13334035e-35,7.221625e-13
120000,318,200,0,2.2983024e-09,2.5703037e-28,0.0,0.0,0.0,0.0
120000,210,173,0,2.2774787e-09,1.5910941e-22,0.0,0.0,0.0,0.0
120000,327,468,0,1.2762355e-09,3.8294964e-13,3.2100272e-17,1.9575634e-23,1.02876305e-23,1.5965954e-14
120000,432,207,0,1.5587152e-09,1.7040922e-24,4.9773957e-34,0.0,0.0,1.5951273e-13
120000,282,362,0,2.0770567e-09,5.45721e-34,0.0,0.0,0.0,1.137868e-24
120000,277,56,0,1.333326e-09,6.857108e-10,7.345751e-18,8.826937e-25,3.9790633e-09,1.3964543e-14
120000,314,100,0,1.9035555e-09,4.9325356e-11,5.9735397e-31,0.0,3.3581811e-15,9.278877e-19
120000,246,323,0,1.8827877e-09,1.5252726e-14,0.0,0.0,5.9759304e-34,0.0
120000,429,167,0,1.5857587e-09,7.091559e-11,1.2933151e-14,2.591007e-19,1.3626616e-14,1.7429461e-14
120000,496,381,0,1.1512364e-09,7.2872595e-16,0.0,0.0,5.2728814e-36,3.4825563e-14
120000,23,127,0,1.1442298e-09,1.6953398e-14,5.609299e-20,9.107086e-30,6.706567e-29,2.610598e-26
120000,244,264,0,2.3601827e-09,8.169757e-20,0.0,0.0,0.0,0.0
120000,38,271,0,1.2676822e-09,2.2538183e-13,1.1475687e-26,3.40813e-39,1.2347528e-25,7.3338064e-13
120000,89,42,0,1.1207638e-09,2.9666716e-14,1.1853593e-19,2.9062599e-27,7.2574014e-28,1.8382753e-14
120000,240,231,0,2.249777e-09,7.198832e-15,0.0,0.0,2.009407e-33,0.0
120000,293,452,0,1.5552966e-09,1.7811061e-17,2.2773058e-26,2.92007e-40,3.0857e-41,3.7263545e-10
120000,496,62,0,1.0777809e-09,1.0505211e-10,1.0786428e-21,6.00144e-32,3.3003058e-12,7.613778e-11
120000,213,454,0,1.227848e-09,1.7608558e-15,1.5485161e-16,4.6970495e-22,1.319828e-25,8.080599e-12
