mcsteps,1,2,3,4,5,6,7,8,9,10
0,10.0,1056.0,960.0,110.0,28.0,0.0,127.0,0.0,0.0,28.0
10000,10.0,981.0,812.0,110.0,55.0,0.0,216.0,22.0,0.0,28.0
20000,10.0,901.0,692.0,110.0,78.0,0.0,267.0,21.0,27.0,28.0
30000,10.0,813.0,590.0,109.0,116.0,0.0,303.0,35.0,23.0,29.0
40000,10.0,752.0,492.0,109.0,121.0,0.0,344.0,25.0,39.0,29.0
50000,10.0,680.0,431.0,109.0,128.0,0.0,345.0,35.0,31.0,29.0
60000,10.0,614.0,353.0,108.0,133.0,0.0,347.0,46.0,41.0,30.0
70000,10.0,542.0,290.0,108.0,140.0,0.0,345.0,41.0,93.0,30.0
80000,10.0,476.0,236.0,108.0,140.0,0.0,335.0,39.0,101.0,30.0
90000,10.0,422.0,190.0,108.0,139.0,1.0,306.0,46.0,97.0,30.0
100000,10.0,412.0,253.0,117.0,149.0,1.0,305.0,36.0,96.0,34.0
110000,10.0,371.0,203.0,116.0,149.0,1.0,310.0,25.0,94.0,35.0
120000,10.0,336.0,171.0,116.0,158.0,2.0,304.0,20.0,128.0,35.0
130000,10.0,302.0,134.0,115.0,157.0,3.0,293.0,27.0,110.0,36.0
140000,10.0,278.0,98.0,115.0,150.0,2.0,276.0,33.0,102.0,36.0
150000,10.0,241.0,80.0,114.0,147.0,3.0,248.0,32.0,111.0,37.0
160000,10.0,208.0,61.0,114.0,135.0,3.0,219.0,38.0,118.0,37.0
170000,10.0,186.0,44.0,114.0,125.0,2.0,188.0,36.0,162.0,37.0
180000,10.0,162.0,36.0,113.0,108.0,2.0,168.0,20.0,165.0,38.0
190000,10.0,144.0,30.0,113.0,97.0,2.0,150.0,15.0,150.0,38.0
200000,10.0,144.0,108.0,122.0,85.0,2.0,148.0,18.0,134.0,42.0
210000,10.0,132.0,88.0,122.0,87.0,2.0,139.0,15.0,116.0,42.0
220000,10.0,116.0,71.0,122.0,88.0,3.0,132.0,10.0,141.0,42.0
230000,10.0,109.0,53.0,121.0,81.0,3.0,131.0,14.0,113.0,43.0
240000,10.0,98.0,37.0,121.0,72.0,3.0,113.0,20.0,108.0,43.0
250000,10.0,85.0,28.0,121.0,70.0,3.0,96.0,19.0,113.0,43.0
260000,10.0,70.0,24.0,119.0,72.0,3.0,81.0,12.0,112.0,45.0
270000,10.0,66.0,16.0,118.0,63.0,2.0,71.0,10.0,130.0,46.0
280000,10.0,64.0,12.0,117.0,50.0,2.0,60.0,11.0,119.0,47.0
290000,10.0,56.0,10.0,117.0,40.0,1.0,53.0,5.0,121.0,47.0
