mcsteps,1,2,3,4,5,6,7,8,9,10
0,996.0,1054.0,954.0,110.0,37.0,0.0,130.0,0.0,0.0,28.0
10000,996.0,966.0,802.0,110.0,65.0,0.0,222.0,17.0,3.0,28.0
20000,996.0,880.0,668.0,110.0,85.0,0.0,291.0,25.0,18.0,28.0
30000,996.0,806.0,561.0,110.0,109.0,0.0,335.0,36.0,27.0,28.0
40000,996.0,748.0,474.0,110.0,117.0,0.0,343.0,43.0,43.0,28.0
50000,996.0,690.0,388.0,109.0,128.0,0.0,353.0,46.0,50.0,29.0
60000,996.0,635.0,328.0,109.0,138.0,0.0,344.0,40.0,55.0,29.0
70000,996.0,557.0,283.0,108.0,156.0,0.0,313.0,43.0,107.0,30.0
80000,996.0,496.0,230.0,108.0,160.0,0.0,299.0,44.0,98.0,30.0
90000,996.0,437.0,189.0,108.0,162.0,0.0,294.0,27.0,95.0,30.0
100000,996.0,433.0,244.0,118.0,163.0,0.0,296.0,34.0,83.0,33.0
110000,996.0,396.0,193.0,118.0,163.0,0.0,298.0,27.0,73.0,33.0
120000,996.0,358.0,160.0,118.0,171.0,0.0,278.0,36.0,110.0,33.0
130000,996.0,320.0,130.0,117.0,174.0,0.0,260.0,31.0,119.0,34.0
140000,996.0,289.0,108.0,117.0,158.0,0.0,236.0,33.0,120.0,34.0
150000,996.0,249.0,91.0,117.0,159.0,0.0,221.0,24.0,120.0,34.0
160000,996.0,224.0,74.0,117.0,156.0,0.0,203.0,26.0,106.0,34.0
170000,996.0,196.0,58.0,117.0,142.0,0.0,177.0,27.0,144.0,34.0
180000,996.0,177.0,50.0,117.0,125.0,0.0,151.0,24.0,140.0,34.0
190000,996.0,153.0,44.0,117.0,105.0,0.0,132.0,18.0,132.0,34.0
200000,995.0,154.0,120.0,126.0,91.0,1.0,129.0,17.0,131.0,38.0
210000,995.0,135.0,95.0,126.0,93.0,1.0,116.0,23.0,119.0,38.0
220000,995.0,118.0,82.0,126.0,89.0,1.0,106.0,12.0,149.0,38.0
230000,995.0,107.0,61.0,126.0,91.0,1.0,102.0,12.0,134.0,38.0
240000,995.0,97.0,47.0,126.0,85.0,0.0,93.0,16.0,121.0,38.0
250000,995.0,86.0,35.0,126.0,75.0,0.0,85.0,12.0,113.0,38.0
260000,995.0,76.0,30.0,125.0,66.0,0.0,73.0,8.0,105.0,39.0
270000,995.0,67.0,20.0,122.0,60.0,0.0,62.0,10.0,121.0,42.0
280000,995.0,63.0,15.0,122.0,53.0,0.0,54.0,12.0,101.0,42.0
290000,995.0,53.0,13.0,122.0,47.0,0.0,47.0,4.0,96.0,42.0
300000,995.0,60.0,89.0,132.0,35.0,0.0,68.0,2.0,85.0,45.0
310000,995.0,54.0,69.0,132.0,34.0,0.0,66.0,14.0,93.0,45.0
