mcsteps,xCOM,yCOM,zCOM,il8,il1,il6,il10,tnf,tgf
460000,379,359,0,1.3198482e-09,5.4558656e-11,3.887596e-16,5.0828276e-24,4.9852277e-13,9.999443e-11
460000,101,314,0,1.4320588e-09,9.956208e-13,1.10208324e-13,8.947263e-19,1.8935446e-22,2.1019388e-12
460000,195,285,0,1.1582534e-09,2.7057433e-13,2.8994485e-22,4.823137e-38,4.563033e-30,9.198503e-11
460000,469,369,0,1.109536e-09,8.078993e-11,4.1788655e-14,8.084796e-20,1.8243707e-12,1.7291645e-10
460000,327,168,0,1.309771e-09,5.6948426e-12,2.020458e-21,7.607025e-36,4.5731117e-22,2.2590159e-12
460000,191,379,0,1.2817318e-09,5.6715407e-11,3.7621832e-13,1.6702063e-18,2.7631257e-14,4.340393e-11
460000,423,339,0,1.2426284e-09,7.332917e-13,5.128808e-15,5.273392e-23,1.4900559e-27,1.2417053e-10
460000,192,187,0,1.1593945e-09,2.0708483e-12,2.1852147e-14,5.525021e-21,6.9093874e-26,7.3229346e-11
460000,420,382,0,1.1783439e-09,5.704128e-11,1.0798459e-16,1.0305792e-26,1.06665775e-13,8.0135044e-11
460000,483,123,0,1.1250852e-09,7.72125e-13,8.206063e-15,8.459695e-22,2.0919315e-26,1.7536263e-10
460000,158,464,0,1.0367169e-09,5.1286426e-11,1.5951604e-13,1.9715076e-19,7.067591e-17,3.4066916e-11
460000,304,461,0,1.0665197e-09,5.7419045e-11,4.005932e-11,2.890996e-13,7.385556e-14,2.8322875e-11
460000,408,137,0,1.2626684e-09,2.1632881e-11,9.913521e-17,6.136556e-26,1.7744699e-15,7.995591e-13
460000,269,19,0,1.1460773e-09,5.298097e-11,9.426226e-16,1.6472077e-24,7.192558e-14,7.747532e-11
460000,68,53,0,1.1216841e-09,3.2680487e-11,1.2319835e-10,5.6509342e-11,6.8796524e-11,9.4166314e-11
460000,365,466,0,1.212333e-09,2.762617e-11,1.0058368e-11,9.075934e-15,4.0752744e-17,2.4335506e-11
460000,140,384,0,1.2002794e-09,1.0697479e-11,3.881226e-13,6.679886e-18,1.1806183e-19,3.1384377e-14
460000,269,318,0,1.312857e-09,1.5127784e-11,1.2406306e-13,1.3282329e-19,1.6361285e-19,1.6319157e-18
460000,352,162,0,1.3398503e-09,8.450777e-12,2.4511206e-15,2.2249386e-22,1.741498e-20,3.4716357e-14
460000,347,88,0,1.2047496e-09,6.7921797e-12,5.840572e-25,6.4045e-41,1.509777e-21,1.0571559e-10
460000,56,278,0,1.0819868e-09,4.967223e-11,2.8093378e-16,4.5365298e-26,7.758913e-15,3.0680358e-11
460000,318,10,0,9.973018e-10,9.287075e-11,2.064748e-11,5.586006e-14,9.416868e-13,1.3017706e-11
460000,316,318,0,1.321607e-09,2.816514e-14,7.92332e-30,0.0,5.0856114e-38,3.2130884e-14
460000,259,480,0,1.1082261e-09,4.727214e-11,8.3485844e-14,2.2044084e-20,1.0384141e-13,9.072539e-11
460000,125,330,0,1.4143833e-09,3.101151e-15,1.5675229e-14,6.2642483e-22,9.421444e-28,1.5445227e-11
460000,359,131,0,1.2792233e-09,8.92133e-12,4.3952047e-18,3.336616e-28,7.0449575e-18,6.1211675e-10
460000,283,178,0,1.2322059e-09,2.4821408e-12,1.179617e-22,2.7784944e-35,3.1325528e-22,1.7976365e-17
460000,237,33,0,1.1356941e-09,7.699047e-11,6.323905e-11,2.9751202e-12,1.8708674e-12,6.145177e-11
460000,131,308,0,1.2199787e-09,3.3547783e-11,1.1719e-23,8.5434e-41,1.7470568e-16,2.3732108e-12
460000,487,334,0,1.2372443e-09,2.0786366e-11,2.3480935e-25,1.249e-42,5.2969523e-23,1.3517425e-10
460000,77,190,0,1.2143934e-09,7.727113e-11,5.130037e-23,1.4476374e-37,1.6636952e-10,2.5287602e-12
460000,145,36,0,1.0809428e-09,1.9764906e-10,4.1628225e-17,3.345365e-27,2.546068e-10,6.746175e-11
460000,154,235,0,1.2016499e-09,2.0768202e-16,2.0570644e-20,1.2708243e-33,8.5e-44,2.551058e-14
460000,307,119,0,1.1803519e-09,5.0268675e-11,3.392819e-20,1.1687617e-32,2.944146e-09,2.1193353e-11
460000,21,370,0,1.1809271e-09,9.362686e-12,9.0673784e-15,4.9627065e-22,8.497092e-22,1.0226829e-10
460000,399,198,0,1.3444648e-09,1.4548833e-13,1.7912732e-12,1.09176406e-16,6.929804e-20,3.254902e-11
460000,359,7,0,1.1470646e-09,6.495165e-12,1.5273599e-10,5.793962e-11,6.4090275e-11,1.5564987e-10
460000,409,172,0,1.2412623e-09,1.6399895e-11,6.5724666e-15,7.018888e-23,1.3382923e-19,4.7408102e-11
460000,85,220,0,1.2702429e-09,3.933493e-11,2.2126861e-13,4.06457e-19,7.7493223e-16,2.0739141e-13
460000,355,82,0,1.1647038e-09,4.79899e-11,2.048665e-23,1.429047e-39,3.0088296e-09,1.5157932e-11
460000,290,390,0,1.1541494e-09,1.7665084e-14,5.772114e-17,3.8193733e-27,5.883224e-35,1.6792177e-13
460000,95,170,0,1.247187e-09,5.077021e-11,2.0733396e-18,1.6453066e-29,3.8381265e-14,2.501552e-14
460000,364,271,0,1.3211588e-09,4.024686e-12,1.0502054e-21,1.06970955e-35,4.8281165e-23,2.2746298e-11
460000,170,485,0,1.1340326e-09,9.9467164e-11,8.2733316e-13,8.839718e-18,3.4925218e-14,5.4837096e-10
460000,384,22,0,1.0436972e-09,1.9448786e-11,6.75057e-14,2.7110092e-20,7.813665e-17,1.0349213e-10
460000,413,276,0,1.284336e-09,3.8311385e-11,6.71711e-12,2.4076708e-15,9.176107e-13,8.019383e-13
460000,363,313,0,1.1409304e-09,2.3444423e-11,3.1108796e-23,3.6050155e-38,1.2502106e-18,1.3885122e-12
460000,72,428,0,1.1345177e-09,4.0276678e-11,1.2045166e-15,3.338848e-23,6.600359e-16,2.4804045e-10
460000,358,78,0,1.1332907e-09,2.3256652e-11,2.3523996e-24,4.976e-42,3.395589e-19,4.85072e-13
460000,0,116,0,1.3976134e-09,6.7818744e-11,1.09375235e-11,3.4684443e-15,2.14859e-11,3.1175857e-11
460000,370,42,0,1.077064e-09,1.855555e-11,9.657951e-19,3.811613e-30,1.5776271e-18,5.1362168e-11
460000,157,265,0,1.2838e-09,1.0517592e-11,4.1127248e-17,2.9551205e-27,1.4169468e-18,5.2163326e-12
460000,479,389,0,1.1103444e-09,1.3814917e-10,6.142793e-11,3.1970598e-12,8.524774e-13,8.781651e-11
460000,336,398,0,1.2462636e-09,2.5246835e-13,2.1610029e-23,4.3960812e-38,1.0988429e-34,5.5683583e-11
460000,250,185,0,1.4644409e-09,2.9559282e-11,1.0386012e-28,0.0,2.1818014e-18,1.1217294e-12
460000,199,219,0,1.2151892e-09,4.0653873e-12,9.635515e-34,0.0,3.3696028e-24,8.2136153e-13
460000,205,73,0,1.1140533e-09,4.260775e-13,1.4592435e-11,6.943513e-14,1.9712424e-15,1.1380862e-11
460000,40,337,0,1.2000878e-09,1.6476484e-10,5.8980264e-12,1.3904298e-15,3.4846508e-11,2.9921888e-11
460000,0,463,0,1.2079671e-09,2.4628567e-11,3.2026277e-11,9.8337476e-14,1.0218581e-15,7.0713296e-11
460000,123,80,0,1.2165807e-09,5.205898e-11,3.8607787e-15,6.514088e-21,5.1645297e-15,3.410445e-12
460000,443,139,0,1.206945e-09,1.3486699e-10,6.500005e-13,1.6637689e-17,1.4776735e-10,8.646619e-11
460000,377,123,0,1.3178714e-09,4.4814038e-11,8.173808e-22,7.5061567e-38,1.1325191e-14,3.9260535e-12
460000,487,304,0,1.285629e-09,1.1456698e-11,5.701878e-13,3.5328913e-18,9.030052e-22,3.859254e-11
460000,340,49,0,1.1288146e-09,1.9873853e-12,1.0214568e-11,3.0789273e-15,5.9984226e-18,2.5609669e-11
460000,115,112,0,1.1651442e-09,5.482882e-11,1.0329059e-15,2.652389e-23,1.5186704e-11,5.5247773e-12
460000,416,451,0,1.0939396e-09,6.64875e-11,2.4851158e-12,1.5181058e-16,1.2219619e-11,1.4043675e-10
460000,144,446,0,1.1078197e-09,1.2820808e-10,1.3154862e-16,4.7506637e-26,2.2656013e-10,1.1903264e-10
460000,486,450,0,9.984045e-10,6.1739225e-11,8.1254106e-13,1.6643635e-17,4.030329e-13,1.6592985e-10
460000,356,332,0,1.1548141e-09,1.0432409e-11,1.0085936e-18,8.882349e-28,1.8785579e-20,4.458509e-11
460000,420,224,0,1.3337947e-09,5.6513315e-11,1.8441673e-31,0.0,2.2552332e-13,1.30181815e-14
460000,222,22,0,1.2594709e-09,1.8075126e-11,1.3257651e-15,2.2355122e-22,4.552444e-22,9.963101e-11
460000,267,27,0,1.1391178e-09,5.7253563e-11,1.5260771e-12,1.4182034e-16,4.2813677e-13,5.0685504e-11
460000,384,347,0,1.2470925e-09,3.044225e-11,6.930184e-14,1.2418808e-19,4.2930796e-13,1.7966626e-11
460000,110,90,0,1.1482291e-09,1.00326816e-10,2.8164593e-17,5.8883035e-28,2.0934211e-11,2.3995662e-12
460000,204,219,0,1.2390845e-09,3.766174e-12,1.0704214e-35,0.0,6.047495e-22,2.4018722e-15
460000,110,473,0,1.0288357e-09,4.4980544e-11,2.911983e-17,3.64555e-26,1.9949416e-17,1.2981217e-10
460000,168,488,0,1.0842306e-09,4.4026397e-11,3.987046e-13,9.877046e-19,2.1080035e-15,1.6876214e-10
460000,391,11,0,1.0145705e-09,1.2320327e-11,1.0433595e-17,2.319332e-27,5.3912385e-21,3.9589033e-11
