meanconcen,il8mean,il1mean,il6mean,il10mean,tnfmean,tgfmean,il8std,il1std,il6std,il10std,tnfstd,tgfstd
0,7.9497187e-10,0.0,0.0,0.0,0.0,0.0,2.7705999e-10,0.0,0.0,0.0,0.0,0.0
10000,7.572e-10,5.9906234e-12,0.0,0.0,1.0665571e-11,0.0,3.545769e-10,1.1554915e-10,0.0,0.0,2.0927987e-10,0.0
20000,7.74818e-10,1.3647939e-11,5.35794e-32,0.0,2.450644e-11,0.0,3.7653367e-10,1.7474641e-10,0.0,0.0,3.1675884e-10,0.0
30000,7.9633256e-10,2.2413418e-11,7.304697e-12,1.5172745e-12,4.2417167e-11,1.2610913e-12,3.8878684e-10,2.2298237e-10,1.5885898e-10,3.299853e-11,4.0699177e-10,6.1380304e-11
40000,8.2509205e-10,2.8523734e-11,1.6308326e-11,3.385225e-12,5.6531838e-11,8.953032e-12,4.0662088e-10,2.4905303e-10,2.3697422e-10,4.922489e-11,4.6196746e-10,1.6332892e-10
50000,8.5639873e-10,4.1343415e-11,2.2388438e-11,4.646106e-12,8.193245e-11,1.6869919e-11,4.1244444e-10,2.978624e-10,2.7737376e-10,5.7616842e-11,5.551917e-10,2.2308343e-10
60000,8.966053e-10,5.6019293e-11,2.2772109e-11,4.711801e-12,1.06503556e-10,1.9724257e-11,4.1889536e-10,3.4368577e-10,2.7929437e-10,5.8015308e-11,6.3574795e-10,2.4111946e-10
70000,9.2428115e-10,5.6696654e-11,3.1424842e-11,6.42209e-12,1.0750305e-10,2.5351199e-11,4.2801768e-10,3.46463e-10,3.2520625e-10,6.751896e-11,6.3243427e-10,2.696977e-10
80000,9.667118e-10,6.325664e-11,2.4460529e-11,4.9143415e-12,1.1584376e-10,5.3170867e-11,4.2745776e-10,3.6415437e-10,2.841889e-10,5.8960364e-11,6.629198e-10,3.898705e-10
90000,1.0134054e-09,6.422108e-11,2.0655547e-11,4.28315e-12,1.2581629e-10,5.5613295e-11,4.2302684e-10,3.6047237e-10,2.5949012e-10,5.4837537e-11,6.9186773e-10,3.9818154e-10
100000,1.0473212e-09,6.088929e-11,2.6717916e-11,5.6278636e-12,1.1684481e-10,4.1273908e-11,4.2839202e-10,3.5247205e-10,2.9281955e-10,6.251819e-11,6.61599e-10,3.360785e-10
