mcsteps,1,2,3,4,5,6,7,8,9,10
0,100.0,1054.0,972.0,109.0,42.0,0.0,126.0,0.0,0.0,29.0
10000,100.0,982.0,828.0,109.0,60.0,0.0,218.0,10.0,1.0,29.0
20000,100.0,909.0,677.0,109.0,83.0,0.0,302.0,28.0,13.0,29.0
30000,100.0,838.0,569.0,109.0,101.0,0.0,353.0,30.0,30.0,29.0
40000,100.0,762.0,479.0,109.0,120.0,0.0,374.0,37.0,37.0,29.0
50000,100.0,698.0,400.0,109.0,133.0,0.0,378.0,46.0,41.0,29.0
60000,100.0,625.0,331.0,109.0,148.0,0.0,373.0,46.0,54.0,29.0
70000,100.0,546.0,271.0,109.0,157.0,0.0,360.0,45.0,106.0,29.0
80000,100.0,484.0,225.0,109.0,163.0,0.0,336.0,41.0,108.0,29.0
90000,100.0,434.0,191.0,109.0,167.0,0.0,328.0,27.0,105.0,29.0
100000,100.0,431.0,258.0,119.0,160.0,0.0,312.0,40.0,85.0,32.0
110000,100.0,395.0,221.0,119.0,172.0,0.0,297.0,39.0,83.0,32.0
120000,100.0,348.0,191.0,119.0,183.0,0.0,262.0,51.0,126.0,32.0
130000,100.0,324.0,160.0,119.0,169.0,0.0,246.0,32.0,147.0,32.0
140000,100.0,293.0,131.0,118.0,164.0,1.0,229.0,27.0,144.0,33.0
150000,100.0,254.0,104.0,118.0,158.0,1.0,213.0,26.0,137.0,33.0
160000,100.0,228.0,78.0,116.0,140.0,0.0,198.0,25.0,113.0,35.0
170000,100.0,199.0,55.0,116.0,128.0,0.0,194.0,16.0,146.0,35.0
180000,100.0,171.0,47.0,116.0,117.0,0.0,166.0,25.0,127.0,35.0
190000,100.0,154.0,33.0,116.0,103.0,0.0,139.0,28.0,124.0,35.0
200000,100.0,157.0,115.0,126.0,85.0,0.0,141.0,13.0,122.0,38.0
210000,100.0,134.0,92.0,126.0,83.0,0.0,131.0,22.0,107.0,38.0
220000,100.0,118.0,81.0,126.0,76.0,0.0,114.0,18.0,135.0,38.0
230000,100.0,109.0,69.0,126.0,68.0,1.0,105.0,14.0,132.0,38.0
240000,100.0,100.0,56.0,126.0,65.0,1.0,89.0,21.0,118.0,38.0
250000,100.0,86.0,39.0,125.0,60.0,1.0,82.0,14.0,113.0,39.0
260000,100.0,75.0,32.0,125.0,56.0,1.0,75.0,10.0,112.0,39.0
270000,100.0,70.0,28.0,125.0,55.0,1.0,68.0,6.0,126.0,39.0
280000,100.0,66.0,22.0,125.0,42.0,1.0,65.0,5.0,107.0,39.0
290000,100.0,52.0,16.0,125.0,35.0,1.0,58.0,8.0,94.0,39.0
300000,100.0,61.0,98.0,135.0,28.0,0.0,59.0,11.0,89.0,42.0
310000,100.0,58.0,70.0,135.0,26.0,0.0,81.0,2.0,102.0,42.0
320000,100.0,49.0,53.0,135.0,27.0,0.0,80.0,11.0,82.0,42.0
330000,100.0,47.0,42.0,133.0,24.0,1.0,79.0,6.0,81.0,44.0
340000,100.0,43.0,31.0,132.0,25.0,1.0,71.0,9.0,82.0,45.0
350000,100.0,39.0,23.0,132.0,26.0,1.0,64.0,6.0,97.0,45.0
360000,100.0,36.0,19.0,131.0,28.0,1.0,51.0,11.0,98.0,46.0
370000,100.0,30.0,12.0,131.0,27.0,1.0,45.0,10.0,101.0,46.0
380000,100.0,26.0,7.0,130.0,27.0,1.0,44.0,4.0,113.0,47.0
390000,100.0,20.0,4.0,129.0,20.0,0.0,39.0,7.0,104.0,48.0
400000,100.0,29.0,79.0,138.0,15.0,0.0,58.0,5.0,99.0,52.0
410000,100.0,24.0,58.0,137.0,16.0,0.0,61.0,8.0,104.0,53.0
420000,100.0,23.0,43.0,136.0,14.0,0.0,65.0,5.0,117.0,54.0
430000,100.0,20.0,28.0,136.0,13.0,0.0,60.0,11.0,112.0,54.0
440000,100.0,16.0,21.0,134.0,13.0,0.0,52.0,7.0,114.0,56.0
450000,100.0,16.0,14.0,132.0,10.0,0.0,45.0,11.0,124.0,58.0
460000,100.0,16.0,13.0,131.0,10.0,0.0,44.0,2.0,120.0,59.0
470000,100.0,13.0,12.0,131.0,10.0,0.0,38.0,6.0,113.0,59.0
480000,100.0,12.0,9.0,130.0,10.0,0.0,36.0,3.0,121.0,60.0
490000,100.0,10.0,5.0,130.0,7.0,0.0,31.0,2.0,118.0,60.0
500000,100.0,20.0,80.0,138.0,6.0,0.0,49.0,5.0,110.0,65.0
510000,100.0,17.0,57.0,136.0,5.0,0.0,63.0,5.0,119.0,67.0
520000,100.0,15.0,41.0,135.0,6.0,0.0,61.0,13.0,123.0,68.0
530000,100.0,15.0,27.0,134.0,5.0,0.0,64.0,6.0,132.0,69.0
540000,100.0,12.0,20.0,134.0,6.0,0.0,55.0,7.0,145.0,69.0
550000,100.0,10.0,16.0,133.0,6.0,0.0,49.0,4.0,146.0,70.0
560000,100.0,8.0,13.0,133.0,6.0,0.0,45.0,2.0,141.0,70.0
570000,100.0,7.0,8.0,128.0,5.0,0.0,42.0,1.0,150.0,75.0
580000,100.0,5.0,4.0,127.0,7.0,0.0,34.0,7.0,144.0,76.0
590000,100.0,3.0,3.0,127.0,7.0,0.0,32.0,2.0,135.0,76.0
600000,100.0,12.0,79.0,137.0,8.0,0.0,47.0,3.0,143.0,79.0
610000,100.0,11.0,57.0,137.0,9.0,0.0,59.0,5.0,138.0,79.0
620000,100.0,11.0,37.0,135.0,6.0,0.0,65.0,4.0,148.0,81.0
630000,100.0,9.0,26.0,134.0,4.0,0.0,55.0,7.0,151.0,82.0
640000,100.0,8.0,20.0,132.0,4.0,0.0,47.0,7.0,162.0,84.0
650000,100.0,7.0,15.0,130.0,5.0,0.0,41.0,6.0,172.0,86.0
660000,100.0,6.0,8.0,128.0,4.0,0.0,38.0,4.0,176.0,88.0
670000,100.0,6.0,6.0,127.0,4.0,0.0,26.0,7.0,187.0,89.0
680000,100.0,4.0,4.0,124.0,3.0,0.0,20.0,5.0,188.0,92.0
690000,100.0,4.0,4.0,123.0,3.0,0.0,13.0,2.0,198.0,93.0
700000,100.0,11.0,83.0,132.0,5.0,0.0,31.0,1.0,198.0,97.0
710000,100.0,10.0,56.0,131.0,6.0,0.0,48.0,2.0,203.0,98.0
720000,100.0,10.0,39.0,130.0,5.0,0.0,53.0,6.0,201.0,99.0
730000,100.0,9.0,26.0,128.0,6.0,0.0,51.0,10.0,203.0,101.0
740000,100.0,8.0,20.0,126.0,7.0,0.0,39.0,8.0,222.0,103.0
750000,100.0,7.0,12.0,125.0,7.0,0.0,30.0,10.0,219.0,104.0
760000,100.0,6.0,8.0,123.0,7.0,0.0,25.0,4.0,232.0,106.0
770000,100.0,5.0,6.0,123.0,7.0,0.0,25.0,1.0,224.0,106.0
780000,100.0,5.0,5.0,120.0,7.0,0.0,22.0,2.0,226.0,109.0
790000,100.0,5.0,4.0,119.0,7.0,0.0,18.0,2.0,219.0,110.0
800000,100.0,15.0,70.0,128.0,6.0,0.0,51.0,0.0,222.0,114.0
810000,100.0,12.0,50.0,127.0,9.0,0.0,60.0,4.0,219.0,115.0
820000,100.0,12.0,35.0,126.0,9.0,0.0,58.0,8.0,228.0,116.0
830000,100.0,10.0,31.0,125.0,8.0,0.0,48.0,6.0,235.0,117.0
840000,100.0,9.0,25.0,122.0,9.0,0.0,35.0,9.0,249.0,120.0
850000,100.0,8.0,17.0,119.0,10.0,0.0,35.0,5.0,256.0,123.0
860000,100.0,7.0,14.0,116.0,8.0,0.0,28.0,3.0,268.0,126.0
870000,100.0,7.0,12.0,116.0,8.0,0.0,24.0,3.0,274.0,126.0
880000,100.0,6.0,8.0,115.0,8.0,1.0,20.0,4.0,272.0,127.0
890000,100.0,6.0,7.0,113.0,6.0,0.0,13.0,7.0,277.0,129.0
900000,100.0,14.0,80.0,122.0,7.0,0.0,38.0,1.0,277.0,133.0
910000,100.0,12.0,66.0,117.0,7.0,0.0,40.0,5.0,282.0,138.0
920000,100.0,12.0,43.0,114.0,4.0,0.0,45.0,7.0,287.0,141.0
930000,100.0,10.0,33.0,114.0,5.0,0.0,42.0,7.0,298.0,141.0
940000,100.0,10.0,26.0,113.0,5.0,0.0,42.0,5.0,307.0,142.0
950000,100.0,10.0,18.0,111.0,5.0,0.0,42.0,3.0,306.0,144.0
960000,100.0,9.0,15.0,109.0,5.0,0.0,33.0,6.0,313.0,146.0
970000,100.0,8.0,14.0,107.0,5.0,0.0,25.0,4.0,309.0,148.0
980000,100.0,8.0,12.0,103.0,4.0,0.0,17.0,5.0,317.0,152.0
990000,100.0,8.0,9.0,97.0,1.0,0.0,12.0,2.0,325.0,158.0
1000000,99.0,17.0,77.0,106.0,2.0,0.0,43.0,0.0,313.0,162.0
