meanconcen,il8mean,il1mean,il6mean,il10mean,tnfmean,tgfmean,il8std,il1std,il6std,il10std,tnfstd,tgfstd
0,8.7857815e-10,0.0,0.0,0.0,0.0,0.0,2.2197315e-10,0.0,0.0,0.0,0.0,0.0
10000,9.043685e-10,7.703953e-12,0.0,0.0,1.3948554e-11,0.0,2.9020394e-10,1.319872e-10,0.0,0.0,2.392841e-10,0.0
20000,9.75216e-10,1.1938936e-11,8.4424747e-13,1.7536889e-13,2.1384483e-11,0.0,3.2425213e-10,1.6235478e-10,5.405822e-11,1.122909e-11,2.9451278e-10,0.0
30000,1.0538165e-09,1.8452054e-11,5.9812945e-12,1.2421329e-12,3.6487136e-11,2.2203268e-12,3.3580827e-10,1.9815258e-10,1.4376224e-10,2.9862605e-11,3.776494e-10,8.128549e-11
40000,1.138292e-09,1.9291705e-11,3.5422008e-12,7.2551427e-13,3.3309893e-11,6.046351e-12,3.5369147e-10,2.0038993e-10,1.09759396e-10,2.2786105e-11,3.6377468e-10,1.3385897e-10
50000,1.2131682e-09,2.2276197e-11,4.462252e-12,9.160449e-13,3.92758e-11,3.4558363e-12,3.7058268e-10,2.1559864e-10,1.2345748e-10,2.5642757e-11,3.94309e-10,9.605578e-11
60000,1.2897065e-09,2.4958684e-11,9.890825e-12,2.0394563e-12,4.470075e-11,7.1327883e-12,3.7741596e-10,2.2500889e-10,1.8400806e-10,3.821471e-11,4.1424664e-10,1.438579e-10
70000,1.3711209e-09,3.1107682e-11,8.461609e-12,1.7027443e-12,5.5279593e-11,1.321327e-11,3.8759826e-10,2.5254576e-10,1.6765046e-10,3.4768056e-11,4.6481805e-10,1.9379176e-10
80000,1.448677e-09,3.742749e-11,1.1398462e-11,2.2906503e-12,6.86501e-11,2.3705904e-11,4.0474712e-10,2.7319444e-10,1.9450522e-10,4.0355073e-11,5.1529997e-10,2.6508234e-10
90000,1.5229091e-09,3.9894088e-11,1.4851769e-11,3.0786005e-12,7.138887e-11,3.1302634e-11,4.18515e-10,2.792109e-10,2.183931e-10,4.6306545e-11,5.218329e-10,2.9419348e-10
100000,1.5928646e-09,4.7821577e-11,1.1382143e-11,2.3332469e-12,8.909598e-11,3.108617e-11,4.2647674e-10,3.0385816e-10,1.9242503e-10,4.0470054e-11,5.8633054e-10,2.956941e-10
110000,1.6691514e-09,4.4172555e-11,1.6884513e-11,3.3794371e-12,8.378202e-11,2.7440812e-11,4.4094142e-10,2.8956676e-10,2.337191e-10,4.8768264e-11,5.633752e-10,2.6909053e-10
120000,1.7449164e-09,4.372851e-11,1.405736e-11,2.8243696e-12,7.844568e-11,3.7168293e-11,4.45789e-10,2.7909386e-10,2.095369e-10,4.4329325e-11,5.46305e-10,3.1243452e-10
130000,1.8193893e-09,4.2836745e-11,1.5436452e-11,3.0723915e-12,7.227238e-11,4.881034e-11,4.5120924e-10,2.7497157e-10,2.2151553e-10,4.6383886e-11,5.2225035e-10,3.6014147e-10
140000,1.9025328e-09,4.758533e-11,9.42728e-12,1.7114172e-12,8.3939564e-11,5.3117812e-11,4.5284052e-10,2.934527e-10,1.5454424e-10,3.3316856e-11,5.846381e-10,3.701119e-10
150000,1.9680189e-09,5.6470644e-11,2.1028089e-11,4.1774717e-12,9.4562316e-11,4.8315945e-11,4.5852583e-10,3.1939695e-10,2.5913252e-10,5.4079408e-11,5.966533e-10,3.4504788e-10
160000,2.0444457e-09,5.583624e-11,1.1958268e-11,2.2048487e-12,1.0098723e-10,5.014742e-11,4.639612e-10,3.1024244e-10,1.8832698e-10,3.8912137e-11,6.214322e-10,3.4781314e-10
170000,2.1227404e-09,5.723286e-11,1.4213286e-11,2.826216e-12,1.041894e-10,4.0906684e-11,4.714193e-10,3.070251e-10,2.0004068e-10,4.3433687e-11,6.251773e-10,3.1195502e-10
180000,2.1901077e-09,5.6090674e-11,1.576728e-11,3.0934391e-12,9.0085064e-11,5.7761927e-11,4.673432e-10,3.0095912e-10,2.0845568e-10,4.4956632e-11,5.818499e-10,3.7442305e-10
190000,2.2640319e-09,5.2152987e-11,1.5208132e-11,2.9116052e-12,8.6833735e-11,5.6571504e-11,4.6683307e-10,2.8897398e-10,2.0865451e-10,4.411694e-11,5.881517e-10,3.6914724e-10
200000,2.3362727e-09,5.4316728e-11,1.2739855e-11,2.7262186e-12,9.3398476e-11,5.6708707e-11,4.7422205e-10,2.9064678e-10,1.794741e-10,4.130689e-11,5.892328e-10,3.5755435e-10
210000,2.3912061e-09,5.1259767e-11,1.4053046e-11,2.673458e-12,8.1583795e-11,5.0375128e-11,4.942927e-10,2.7284877e-10,1.9481099e-10,4.1639248e-11,5.575272e-10,3.352525e-10
220000,2.4686682e-09,5.636092e-11,9.632915e-12,1.6813433e-12,1.0323884e-10,6.273949e-11,4.936037e-10,2.891568e-10,1.5302551e-10,3.2359733e-11,6.2228783e-10,3.7160053e-10
230000,2.5295466e-09,5.3594008e-11,8.992674e-12,1.6919394e-12,7.810621e-11,6.200078e-11,4.9974935e-10,2.763653e-10,1.3358711e-10,3.0639134e-11,5.398129e-10,3.7160086e-10
240000,2.5947355e-09,5.2574705e-11,8.8095815e-12,1.5057053e-12,8.5360434e-11,6.549637e-11,4.969663e-10,2.6750416e-10,1.4065867e-10,2.978658e-11,5.858948e-10,3.7574668e-10
250000,2.6550444e-09,5.6448974e-11,8.475902e-12,1.6070856e-12,9.392226e-11,6.301343e-11,5.012367e-10,2.848932e-10,1.3109518e-10,3.07153e-11,5.985553e-10,3.6362677e-10
260000,2.721566e-09,5.6544724e-11,1.1479857e-11,2.4968458e-12,8.4349604e-11,6.0630015e-11,5.027622e-10,2.7398675e-10,1.5470648e-10,3.6951473e-11,5.5350646e-10,3.4927905e-10
270000,2.797127e-09,5.3960066e-11,1.12074456e-11,1.9382182e-12,9.5819436e-11,6.017118e-11,5.112504e-10,2.6823962e-10,1.563914e-10,3.333914e-11,5.8666283e-10,3.4321e-10
280000,2.854096e-09,5.7338634e-11,1.0608996e-11,2.1712302e-12,9.540995e-11,7.041078e-11,5.172785e-10,2.693933e-10,1.4806416e-10,3.665386e-11,5.818472e-10,3.760244e-10
290000,2.9185179e-09,5.5302356e-11,6.9375933e-12,1.0840935e-12,8.208096e-11,6.701222e-11,5.1112353e-10,2.670115e-10,9.378459e-11,2.0915538e-11,5.561148e-10,3.589858e-10
300000,2.9811893e-09,5.4147027e-11,9.420144e-12,1.7851994e-12,8.703301e-11,6.7502656e-11,5.1475607e-10,2.5853075e-10,1.2965952e-10,3.0644518e-11,5.539032e-10,3.5522973e-10
310000,3.0326923e-09,5.0034248e-11,9.2793915e-12,2.0946805e-12,8.184547e-11,6.169739e-11,5.269355e-10,2.281964e-10,1.1732934e-10,3.1076433e-11,5.3243704e-10,3.2805123e-10
320000,3.0945453e-09,4.6578203e-11,6.605516e-12,1.2356786e-12,6.7420305e-11,7.120226e-11,5.3646615e-10,2.1784151e-10,9.313785e-11,2.2559595e-11,4.8426846e-10,3.7316422e-10
330000,3.158582e-09,4.5923473e-11,1.2111723e-11,2.1790714e-12,6.2009065e-11,6.56952e-11,5.333243e-10,2.1211895e-10,1.5945473e-10,3.4786316e-11,4.629087e-10,3.4074024e-10
340000,3.2064862e-09,4.8324296e-11,7.771662e-12,1.6358961e-12,7.295912e-11,7.0586634e-11,5.459212e-10,2.2417054e-10,9.458462e-11,2.4095458e-11,4.954139e-10,3.5652037e-10
350000,3.265344e-09,4.68155e-11,9.887334e-12,1.8550387e-12,7.1345804e-11,7.314393e-11,5.5120486e-10,2.0983776e-10,1.3111405e-10,3.03275e-11,4.8821397e-10,3.6343567e-10
360000,3.3448144e-09,4.6835705e-11,5.5695813e-12,7.0184955e-13,7.2604076e-11,7.4399605e-11,5.4557997e-10,2.0868125e-10,6.840784e-11,1.4030243e-11,4.945534e-10,3.628077e-10
370000,3.3917145e-09,4.560632e-11,6.651923e-12,1.1857221e-12,6.9231905e-11,6.858067e-11,5.560688e-10,2.021931e-10,8.6727944e-11,2.1800372e-11,4.741506e-10,3.3430184e-10
380000,3.4591014e-09,4.4208633e-11,1.3586655e-11,2.5784303e-12,6.544501e-11,7.132447e-11,5.563164e-10,1.9277427e-10,1.8259848e-10,3.870187e-11,4.6056062e-10,3.453947e-10
390000,3.5162917e-09,4.1388868e-11,4.731267e-12,8.729639e-13,6.119523e-11,8.2991246e-11,5.6501465e-10,1.7833833e-10,2.84926e-11,1.6855045e-11,4.510115e-10,3.8141656e-10
400000,3.578987e-09,3.5464177e-11,8.656337e-12,1.4573408e-12,4.9753555e-11,8.5553266e-11,5.597987e-10,1.3970666e-10,1.1488846e-10,2.5793513e-11,3.8729545e-10,3.8107448e-10
410000,3.6320695e-09,3.933209e-11,7.827732e-12,1.4359848e-12,6.409609e-11,8.497499e-11,5.756939e-10,1.5388829e-10,1.0145533e-10,2.3700545e-11,4.5183074e-10,3.8950546e-10
420000,3.6751324e-09,4.0021004e-11,8.201054e-12,1.8100761e-12,5.0910134e-11,8.442498e-11,5.889297e-10,1.5555146e-10,9.716654e-11,2.4959607e-11,3.8880543e-10,3.7356032e-10
430000,3.7239136e-09,3.721902e-11,1.187443e-11,2.537447e-12,5.776089e-11,9.0129314e-11,5.9599986e-10,1.4533041e-10,1.4813407e-10,3.4307317e-11,4.0783812e-10,3.8838496e-10
440000,3.7793906e-09,3.808703e-11,7.550067e-12,1.4542909e-12,6.601204e-11,7.8309935e-11,5.914634e-10,1.3394366e-10,9.560519e-11,2.2515788e-11,4.348178e-10,3.3556918e-10
450000,3.8414636e-09,3.855418e-11,8.963029e-12,1.7333517e-12,5.8094786e-11,8.663373e-11,5.9655836e-10,1.4518803e-10,1.2818607e-10,2.9397814e-11,3.9675774e-10,3.7172224e-10
460000,3.8895758e-09,3.7188745e-11,7.376011e-12,1.3450007e-12,5.99203e-11,8.453297e-11,5.9523175e-10,1.4475166e-10,9.359705e-11,2.0746214e-11,4.203909e-10,3.5485548e-10
470000,3.945885e-09,3.9594293e-11,8.628562e-12,1.6423579e-12,7.2586034e-11,8.847713e-11,6.156092e-10,1.570145e-10,1.02044144e-10,2.468816e-11,4.6175772e-10,3.668887e-10
480000,4.0126573e-09,3.7567456e-11,5.628333e-12,9.66645e-13,5.2364876e-11,8.9625175e-11,6.03468e-10,1.4536293e-10,3.175171e-11,1.3607717e-11,3.8055784e-10,3.6757508e-10
490000,4.045414e-09,3.6039248e-11,6.094129e-12,9.013502e-13,5.2399703e-11,9.017801e-11,6.124212e-10,1.2803375e-10,6.805579e-11,1.4973701e-11,3.769312e-10,3.641672e-10
500000,4.1014676e-09,3.5939904e-11,9.009328e-12,1.7007232e-12,5.714916e-11,9.553284e-11,6.1986405e-10,1.2730723e-10,1.1459442e-10,2.5164948e-11,3.9238263e-10,3.904422e-10
510000,4.1523647e-09,3.409291e-11,5.8645415e-12,8.495719e-13,4.6650548e-11,9.443041e-11,6.2163985e-10,1.0950187e-10,6.795386e-11,1.4905065e-11,3.386935e-10,3.7629697e-10
520000,4.1890478e-09,3.366806e-11,7.648131e-12,1.4444124e-12,5.6869034e-11,1.06694834e-10,6.3509875e-10,1.097235e-10,9.455628e-11,2.1391305e-11,3.979199e-10,4.0443052e-10
530000,4.2485078e-09,3.2858476e-11,8.16837e-12,1.5766927e-12,5.620778e-11,9.7046565e-11,6.2688454e-10,1.0085816e-10,9.853385e-11,2.3946848e-11,3.676848e-10,3.7051393e-10
540000,4.308853e-09,3.431572e-11,6.2841845e-12,1.0155066e-12,4.5867282e-11,9.8329955e-11,6.151845e-10,1.2539209e-10,6.823839e-11,1.5608471e-11,3.4262826e-10,3.7351758e-10
550000,4.3433603e-09,3.4062548e-11,5.7939703e-12,1.2055183e-12,4.235547e-11,1.0683203e-10,6.247201e-10,1.1003624e-10,2.160287e-11,1.1158887e-11,3.0529201e-10,3.9783904e-10
560000,4.4007664e-09,3.3516495e-11,9.585468e-12,2.059425e-12,5.2148594e-11,1.0844499e-10,6.3847355e-10,1.1975808e-10,1.1693896e-10,2.7248578e-11,3.5647973e-10,3.9971335e-10
570000,4.445268e-09,3.3652317e-11,9.850872e-12,1.9443583e-12,5.897775e-11,1.154885e-10,6.360762e-10,1.127612e-10,1.1685868e-10,2.6548371e-11,3.7566278e-10,4.2341267e-10
580000,4.4969752e-09,3.2192773e-11,8.293479e-12,1.5211211e-12,4.6823573e-11,1.2177244e-10,6.384613e-10,1.0107339e-10,9.6745736e-11,2.1370858e-11,3.2647948e-10,4.313952e-10
590000,4.537556e-09,3.207665e-11,5.343876e-12,8.341521e-13,4.776667e-11,1.2424677e-10,6.3190825e-10,1.0046073e-10,2.1819239e-11,6.8146543e-12,3.2302733e-10,4.3435766e-10
600000,4.5872093e-09,3.2729045e-11,5.008298e-12,8.2815195e-13,5.123052e-11,1.2153659e-10,6.321087e-10,1.09656256e-10,1.9139823e-11,7.7432305e-12,3.3973196e-10,4.2467688e-10
610000,4.626457e-09,3.3385118e-11,5.337199e-12,1.0281906e-12,6.3405045e-11,1.2527074e-10,6.555036e-10,1.09987075e-10,2.1446584e-11,1.1849071e-11,3.8216788e-10,4.308848e-10
620000,4.6847908e-09,3.4315415e-11,6.284012e-12,1.0193267e-12,5.731371e-11,1.260476e-10,6.4759265e-10,1.212537e-10,6.845494e-11,1.5768175e-11,3.6869946e-10,4.283436e-10
630000,4.724771e-09,3.442916e-11,9.169538e-12,1.9485813e-12,5.352694e-11,1.3479493e-10,6.573781e-10,1.2170168e-10,1.1566087e-10,2.5885214e-11,3.4681363e-10,4.5262766e-10
640000,4.762042e-09,3.441973e-11,6.8172126e-12,1.3400893e-12,6.350468e-11,1.4116813e-10,6.549866e-10,1.1796815e-10,6.862051e-11,1.7909643e-11,3.7705503e-10,4.6984994e-10
650000,4.825268e-09,3.305248e-11,7.632857e-12,1.3894928e-12,4.8943308e-11,1.4093408e-10,6.6062905e-10,1.09638056e-10,9.420504e-11,2.1264154e-11,3.2689104e-10,4.667291e-10
660000,4.8657083e-09,3.0853146e-11,6.397288e-12,1.0032286e-12,4.6653452e-11,1.4517376e-10,6.602232e-10,1.0119848e-10,6.770508e-11,1.4729981e-11,3.090226e-10,4.7494547e-10
670000,4.8969766e-09,3.0261422e-11,7.113815e-12,1.3286363e-12,4.5049745e-11,1.5095096e-10,6.612206e-10,9.021384e-11,6.9543746e-11,1.8050906e-11,2.8708122e-10,4.9238497e-10
680000,4.96148e-09,3.0253744e-11,1.0358807e-11,1.7801197e-12,5.17064e-11,1.5871744e-10,6.5706424e-10,7.9847504e-11,1.3208144e-10,2.7852507e-11,3.1996697e-10,4.958842e-10
690000,5.018204e-09,3.0068826e-11,5.228762e-12,9.176378e-13,4.6026398e-11,1.6004388e-10,6.4905914e-10,9.327534e-11,1.7890226e-11,7.802364e-12,3.0784494e-10,4.971292e-10
700000,5.0529527e-09,2.9495625e-11,9.071815e-12,1.6776568e-12,5.339541e-11,1.658342e-10,6.631841e-10,8.0303306e-11,1.1455157e-10,2.4408663e-11,3.196207e-10,5.170318e-10
710000,5.0990527e-09,3.0444806e-11,8.473653e-12,1.6776053e-12,5.4728774e-11,1.6065232e-10,6.5965394e-10,9.985509e-11,9.876142e-11,2.461799e-11,3.3613676e-10,4.8865556e-10
720000,5.1457225e-09,3.1039043e-11,7.948177e-12,1.4348598e-12,5.5821008e-11,1.7666865e-10,6.713435e-10,1.08928394e-10,9.492992e-11,2.0303285e-11,3.4000178e-10,5.259953e-10
730000,5.1895728e-09,3.1505992e-11,8.938582e-12,1.611016e-12,6.480516e-11,1.6971458e-10,6.588613e-10,1.175819e-10,1.1466411e-10,2.4562496e-11,3.6511102e-10,5.029412e-10
740000,5.238424e-09,3.305753e-11,5.2355785e-12,7.5620657e-13,6.863447e-11,1.8267375e-10,6.6107214e-10,1.2515955e-10,1.866225e-11,6.5195536e-12,3.9845793e-10,5.3379734e-10
