meanconcen,il8mean,il1mean,il6mean,il10mean,tnfmean,tgfmean,il8std,il1std,il6std,il10std,tnfstd,tgfstd
0,3.306385e-11,0.0,0.0,0.0,0.0,0.0,1.6458107e-10,0.0,0.0,0.0,0.0,0.0
10000,1.7677854e-11,2.7824108e-11,0.0,0.0,5.0331718e-11,0.0,1.2061438e-10,2.4960295e-10,0.0,0.0,4.5251872e-10,0.0
20000,1.5555644e-11,6.347011e-11,6.03181e-12,1.2529405e-12,1.1681921e-10,0.0,1.1179058e-10,3.7397002e-10,1.4438596e-10,2.9992155e-11,6.793753e-10,0.0
30000,1.4131274e-11,5.506548e-11,2.2195239e-11,4.6101803e-12,1.06403e-10,1.4369168e-11,1.0650408e-10,3.480557e-10,2.763126e-10,5.739625e-11,6.364013e-10,2.0673628e-10
40000,1.439265e-11,7.892439e-11,4.2991048e-11,8.920606e-12,1.5483696e-10,3.708708e-11,1.0624503e-10,4.1254106e-10,3.83623e-10,7.9601103e-11,7.5575113e-10,3.307864e-10
50000,1.2066418e-11,1.1435206e-10,3.9682594e-11,8.242841e-12,2.1976407e-10,6.011583e-11,9.6829204e-11,4.9226945e-10,3.6853157e-10,7.655198e-11,9.0391267e-10,4.1900905e-10
60000,1.0948006e-11,1.5839761e-10,5.9291384e-11,1.2311444e-11,3.0194194e-10,5.2087834e-11,9.2451484e-11,5.7410776e-10,4.490957e-10,9.328772e-11,1.0455886e-09,3.8792922e-10
70000,1.1538346e-11,1.7148637e-10,6.4707247e-11,1.3373226e-11,3.3317504e-10,6.525355e-11,9.133356e-11,5.937759e-10,4.674624e-10,9.7093084e-11,1.0938563e-09,4.3365733e-10
80000,1.143663e-11,1.8356244e-10,8.554338e-11,1.756147e-11,3.579423e-10,1.4284476e-10,9.1006674e-11,6.1370964e-10,5.33479e-10,1.1078141e-10,1.1430397e-09,6.337629e-10
90000,1.1817091e-11,2.3124128e-10,7.343201e-11,1.5098995e-11,4.4250154e-10,1.8607144e-10,9.286135e-11,6.743926e-10,4.956949e-10,1.029431e-10,1.2455568e-09,7.166858e-10
100000,1.2815897e-11,2.3669852e-10,9.238565e-11,1.8989534e-11,4.5057194e-10,1.8458408e-10,9.4764106e-11,6.863486e-10,5.539843e-10,1.1503207e-10,1.2497894e-09,7.2342093e-10
110000,1.26542735e-11,2.216813e-10,7.785395e-11,1.6181206e-11,4.1700146e-10,1.9060489e-10,9.614352e-11,6.671621e-10,5.0039667e-10,1.0559786e-10,1.210336e-09,7.2430034e-10
120000,1.3752072e-11,2.3096863e-10,7.544408e-11,1.5695719e-11,4.337366e-10,2.2764227e-10,9.9017426e-11,6.6932454e-10,4.9094967e-10,1.0376457e-10,1.2327808e-09,7.9146234e-10
130000,1.3750688e-11,2.4544364e-10,7.676382e-11,1.5708587e-11,4.5229046e-10,2.4135025e-10,9.8449596e-11,6.8773554e-10,5.0585974e-10,1.04815e-10,1.2568002e-09,8.0289136e-10
140000,1.4090858e-11,2.352161e-10,5.569861e-11,1.1253476e-11,4.351655e-10,2.506413e-10,1.00220734e-10,6.7919487e-10,4.2758244e-10,8.8748245e-11,1.2847223e-09,8.153003e-10
150000,1.5606589e-11,2.2732626e-10,6.221328e-11,1.4046964e-11,4.131004e-10,2.3922506e-10,1.0448108e-10,6.6317035e-10,4.3580287e-10,9.69794e-11,1.2056027e-09,8.005457e-10
160000,1.6044072e-11,2.6862912e-10,7.5516184e-11,1.5169505e-11,4.9090026e-10,2.6128785e-10,1.0428133e-10,7.2151757e-10,4.9418025e-10,1.0252953e-10,1.3278842e-09,8.275225e-10
170000,1.7327388e-11,2.602712e-10,1.0891918e-10,2.2401301e-11,4.8909893e-10,2.3269851e-10,1.1039225e-10,7.0998196e-10,6.010653e-10,1.2487852e-10,1.3157522e-09,7.85723e-10
180000,1.742085e-11,2.4911165e-10,9.2007915e-11,1.9170504e-11,4.5894905e-10,3.4755923e-10,1.1085982e-10,6.8767464e-10,5.4045113e-10,1.14051525e-10,1.2569759e-09,9.415433e-10
190000,1.8426198e-11,2.788817e-10,1.0212607e-10,2.0688413e-11,5.2706184e-10,4.0029327e-10,1.12612836e-10,7.2602646e-10,5.750592e-10,1.1943223e-10,1.334445e-09,1.0148892e-09
200000,1.927083e-11,2.4013871e-10,1.2893961e-10,2.6433569e-11,4.832793e-10,4.2257584e-10,1.1611302e-10,6.744084e-10,6.5106504e-10,1.3521285e-10,1.2938763e-09,1.024119e-09
210000,1.9405894e-11,2.1926594e-10,6.7800196e-11,1.3464606e-11,3.8456283e-10,4.933856e-10,1.1499175e-10,6.5021305e-10,4.664702e-10,9.684815e-11,1.1702366e-09,1.0903727e-09
220000,2.134521e-11,2.2690867e-10,7.659405e-11,1.5175736e-11,4.2386264e-10,4.2669132e-10,1.2178769e-10,6.5406436e-10,4.8575516e-10,1.0062903e-10,1.2142701e-09,1.0232102e-09
230000,2.1386788e-11,2.4225214e-10,1.1579392e-10,2.4372638e-11,4.6609316e-10,5.2443927e-10,1.2273033e-10,6.774188e-10,6.041942e-10,1.278589e-10,1.3055808e-09,1.1179595e-09
240000,2.2935993e-11,2.7532876e-10,5.044328e-11,1.057374e-11,4.879619e-10,5.5203225e-10,1.2675364e-10,7.2431694e-10,3.9596623e-10,8.419225e-11,1.3084906e-09,1.1467786e-09
250000,2.2737484e-11,2.7798733e-10,8.7646786e-11,1.750149e-11,5.2737115e-10,5.4352867e-10,1.2496983e-10,7.2383183e-10,5.321549e-10,1.1049413e-10,1.3369339e-09,1.1372518e-09
260000,2.1993823e-11,3.048715e-10,6.6339316e-11,1.4214628e-11,5.524013e-10,5.284597e-10,1.2218383e-10,7.502933e-10,4.5078394e-10,9.5890317e-11,1.3750088e-09,1.1386754e-09
270000,2.9444693e-11,2.6514274e-10,5.758956e-11,1.2787729e-11,4.6042933e-10,5.050768e-10,1.4320975e-10,7.0377215e-10,4.0227033e-10,8.923633e-11,1.266677e-09,1.1007245e-09
280000,2.7956661e-11,2.644692e-10,6.0227365e-11,1.1782278e-11,5.060437e-10,5.786517e-10,1.404264e-10,6.968089e-10,4.2728807e-10,8.860689e-11,1.3530107e-09,1.15756e-09
290000,2.7573116e-11,2.2377422e-10,1.11395386e-10,2.340464e-11,4.441532e-10,5.7714206e-10,1.3764546e-10,6.419473e-10,5.9222005e-10,1.2497478e-10,1.2138281e-09,1.1601604e-09
300000,2.7341823e-11,1.902527e-10,8.5813794e-11,1.8432568e-11,3.7530476e-10,5.9531935e-10,1.3581132e-10,5.932239e-10,5.201789e-10,1.109721e-10,1.1488175e-09,1.1850151e-09
310000,2.877011e-11,1.7060306e-10,3.8608335e-11,7.25149e-12,2.9428943e-10,5.7852495e-10,1.3826368e-10,5.648437e-10,3.4112435e-10,7.0778126e-11,1.0390724e-09,1.1603132e-09
320000,2.8778308e-11,1.3520281e-10,2.869429e-11,5.469425e-12,2.1992133e-10,6.380498e-10,1.4016813e-10,4.8359783e-10,2.88023e-10,5.912836e-11,8.965469e-10,1.206744e-09
330000,2.8885588e-11,1.1698789e-10,2.757568e-11,5.0850513e-12,2.1592868e-10,5.0110255e-10,1.3981484e-10,4.5116727e-10,2.899998e-10,5.955518e-11,9.200034e-10,1.0841215e-09
340000,3.1292708e-11,1.5665517e-10,5.542211e-11,1.2050383e-11,2.8641886e-10,4.3584833e-10,1.4455177e-10,5.296728e-10,4.1393497e-10,8.719265e-11,1.0021391e-09,1.0167989e-09
350000,3.0477575e-11,1.6316351e-10,5.906069e-11,1.1715369e-11,2.8480715e-10,4.0896136e-10,1.4028434e-10,5.389697e-10,4.318604e-10,8.974628e-11,1.0020326e-09,9.920601e-10
360000,2.8858105e-11,1.6964893e-10,3.183877e-11,6.1224185e-12,2.980107e-10,5.204928e-10,1.3646397e-10,5.535319e-10,3.0208375e-10,6.236653e-11,1.0343137e-09,1.0972429e-09
370000,3.0530314e-11,1.5157817e-10,9.12692e-11,1.8327883e-11,2.8411815e-10,5.131894e-10,1.452426e-10,5.1511634e-10,5.390464e-10,1.1205996e-10,9.74362e-10,1.1007812e-09
380000,2.7695323e-11,1.2130083e-10,9.81609e-11,2.1017875e-11,2.5618777e-10,6.12312e-10,1.3582983e-10,4.591326e-10,5.458337e-10,1.15655666e-10,9.063102e-10,1.1827301e-09
390000,3.2216934e-11,1.2842204e-10,3.5762594e-11,6.973738e-12,2.3756597e-10,7.5691486e-10,1.4744327e-10,4.709876e-10,3.2323624e-10,6.7228056e-11,9.132997e-10,1.27767e-09
400000,3.2019925e-11,1.2484336e-10,3.9121678e-11,8.4069834e-12,2.2179072e-10,6.1930855e-10,1.4634838e-10,4.591079e-10,3.2393174e-10,7.158881e-11,8.7548396e-10,1.1888752e-09
410000,3.133303e-11,1.2125968e-10,1.9798222e-11,4.3502706e-12,1.9745727e-10,6.589923e-10,1.4296295e-10,4.5467058e-10,2.3886382e-10,4.9326626e-11,8.5790475e-10,1.2074032e-09
420000,2.8611091e-11,1.0705608e-10,3.556082e-11,7.543001e-12,1.7789992e-10,6.120027e-10,1.3515554e-10,4.1379397e-10,3.2231037e-10,6.744968e-11,7.731726e-10,1.1749057e-09
