mcsteps,1,2,3,4,5,6,7,8,9,10
0,993.0,1064.0,957.0,110.0,27.0,0.0,135.0,0.0,0.0,28.0
10000,993.0,966.0,819.0,110.0,58.0,0.0,211.0,10.0,2.0,28.0
20000,993.0,894.0,685.0,110.0,85.0,0.0,276.0,31.0,14.0,28.0
30000,993.0,807.0,592.0,110.0,110.0,0.0,300.0,37.0,37.0,28.0
40000,993.0,740.0,498.0,110.0,122.0,0.0,343.0,21.0,43.0,28.0
50000,993.0,671.0,421.0,110.0,143.0,0.0,351.0,40.0,23.0,28.0
60000,993.0,615.0,343.0,110.0,156.0,0.0,355.0,44.0,47.0,28.0
70000,993.0,568.0,290.0,108.0,156.0,0.0,339.0,46.0,99.0,30.0
80000,993.0,511.0,240.0,107.0,166.0,0.0,330.0,37.0,107.0,31.0
90000,993.0,454.0,193.0,107.0,163.0,0.0,315.0,39.0,97.0,31.0
100000,993.0,446.0,252.0,117.0,163.0,0.0,313.0,35.0,87.0,34.0
110000,993.0,418.0,208.0,117.0,160.0,0.0,297.0,37.0,92.0,34.0
120000,993.0,388.0,165.0,116.0,162.0,0.0,289.0,34.0,135.0,35.0
130000,993.0,349.0,140.0,116.0,159.0,0.0,265.0,34.0,133.0,35.0
140000,993.0,305.0,113.0,115.0,148.0,0.0,257.0,23.0,128.0,36.0
150000,993.0,276.0,91.0,115.0,133.0,0.0,226.0,35.0,117.0,36.0
160000,993.0,257.0,74.0,115.0,117.0,0.0,204.0,28.0,116.0,36.0
170000,993.0,226.0,50.0,115.0,111.0,0.0,186.0,31.0,147.0,36.0
180000,993.0,187.0,43.0,115.0,106.0,0.0,159.0,24.0,142.0,36.0
190000,993.0,158.0,34.0,114.0,96.0,0.0,129.0,31.0,139.0,37.0
200000,992.0,163.0,106.0,124.0,85.0,0.0,128.0,19.0,136.0,39.0
210000,992.0,147.0,92.0,124.0,90.0,0.0,111.0,17.0,131.0,39.0
