mcsteps,1,2,3,4,5,6,7,8,9,10
0,10.0,1052.0,967.0,110.0,30.0,0.0,122.0,0.0,0.0,28.0
10000,10.0,967.0,820.0,110.0,53.0,0.0,224.0,17.0,2.0,28.0
20000,10.0,904.0,686.0,110.0,69.0,0.0,295.0,26.0,20.0,28.0
30000,10.0,834.0,585.0,110.0,93.0,0.0,320.0,39.0,33.0,28.0
40000,10.0,763.0,492.0,110.0,116.0,0.0,348.0,32.0,43.0,28.0
50000,10.0,694.0,407.0,110.0,123.0,2.0,357.0,46.0,36.0,28.0
60000,10.0,627.0,334.0,110.0,132.0,2.0,360.0,42.0,50.0,28.0
70000,10.0,569.0,271.0,110.0,142.0,2.0,335.0,60.0,98.0,28.0
80000,10.0,512.0,224.0,109.0,146.0,2.0,327.0,34.0,119.0,29.0
90000,10.0,449.0,183.0,109.0,152.0,2.0,310.0,39.0,114.0,29.0
100000,10.0,436.0,247.0,119.0,157.0,2.0,297.0,43.0,88.0,32.0
110000,10.0,385.0,207.0,117.0,158.0,0.0,286.0,34.0,97.0,34.0
120000,10.0,349.0,178.0,117.0,160.0,0.0,271.0,29.0,140.0,34.0
130000,10.0,322.0,142.0,116.0,159.0,0.0,258.0,34.0,131.0,35.0
140000,10.0,285.0,113.0,116.0,158.0,0.0,235.0,29.0,124.0,35.0
150000,10.0,251.0,97.0,116.0,155.0,0.0,209.0,30.0,118.0,35.0
160000,10.0,227.0,76.0,116.0,139.0,0.0,183.0,36.0,117.0,35.0
170000,10.0,198.0,63.0,116.0,130.0,0.0,163.0,21.0,160.0,35.0
180000,10.0,175.0,48.0,115.0,114.0,0.0,146.0,25.0,138.0,36.0
190000,10.0,158.0,38.0,115.0,105.0,0.0,128.0,17.0,134.0,36.0
200000,10.0,159.0,116.0,125.0,84.0,0.0,137.0,9.0,120.0,39.0
210000,10.0,144.0,91.0,125.0,83.0,0.0,130.0,20.0,91.0,39.0
220000,10.0,130.0,74.0,125.0,86.0,0.0,121.0,17.0,117.0,39.0
230000,10.0,119.0,55.0,124.0,84.0,0.0,118.0,17.0,113.0,40.0
240000,10.0,106.0,46.0,124.0,81.0,0.0,103.0,15.0,104.0,40.0
250000,10.0,93.0,39.0,123.0,78.0,0.0,91.0,12.0,103.0,41.0
260000,10.0,82.0,34.0,123.0,74.0,0.0,81.0,10.0,106.0,41.0
270000,10.0,72.0,27.0,123.0,67.0,0.0,72.0,9.0,122.0,41.0
280000,10.0,63.0,22.0,122.0,58.0,0.0,66.0,6.0,110.0,42.0
290000,10.0,59.0,18.0,120.0,52.0,0.0,60.0,7.0,99.0,44.0
300000,10.0,65.0,93.0,129.0,47.0,0.0,75.0,8.0,84.0,48.0
310000,10.0,58.0,70.0,129.0,48.0,0.0,83.0,10.0,96.0,48.0
320000,10.0,51.0,49.0,129.0,45.0,0.0,79.0,15.0,91.0,48.0
330000,10.0,46.0,37.0,129.0,39.0,0.0,75.0,9.0,94.0,48.0
340000,10.0,43.0,30.0,129.0,38.0,0.0,70.0,7.0,91.0,48.0
350000,10.0,37.0,22.0,129.0,39.0,0.0,64.0,10.0,101.0,48.0
360000,10.0,32.0,15.0,129.0,36.0,0.0,58.0,8.0,100.0,48.0
370000,10.0,29.0,12.0,126.0,36.0,0.0,52.0,4.0,104.0,51.0
380000,10.0,26.0,9.0,126.0,32.0,0.0,47.0,6.0,110.0,51.0
390000,10.0,20.0,8.0,125.0,26.0,0.0,41.0,3.0,111.0,52.0
400000,10.0,27.0,89.0,135.0,20.0,0.0,50.0,8.0,104.0,55.0
410000,10.0,26.0,67.0,134.0,19.0,0.0,57.0,7.0,101.0,56.0
420000,10.0,21.0,50.0,134.0,17.0,0.0,57.0,9.0,114.0,56.0
430000,10.0,15.0,38.0,133.0,16.0,0.0,57.0,7.0,107.0,57.0
440000,10.0,13.0,29.0,133.0,14.0,0.0,50.0,8.0,106.0,57.0
450000,10.0,12.0,22.0,132.0,13.0,0.0,47.0,5.0,118.0,58.0
