meanconcen,il8mean,il1mean,il6mean,il10mean,tnfmean,tgfmean,il8std,il1std,il6std,il10std,tnfstd,tgfstd
0,7.0271583e-10,0.0,0.0,0.0,0.0,0.0,3.434734e-10,0.0,0.0,0.0,0.0,0.0
10000,6.1152394e-10,3.3302246e-12,0.0,0.0,6.034884e-12,0.0,4.036897e-10,8.690025e-11,0.0,0.0,1.57544e-10,0.0
20000,5.898581e-10,2.3815281e-11,0.0,0.0,4.2851646e-11,0.0,4.2375886e-10,2.3058225e-10,0.0,0.0,4.1789128e-10,0.0
30000,5.7713473e-10,3.2170048e-11,1.1487483e-11,2.3861577e-12,6.125558e-11,1.9832705e-12,4.3215345e-10,2.6301275e-10,1.990977e-10,4.1357005e-11,4.866275e-10,7.696515e-11
40000,5.7468047e-10,4.869808e-11,9.221874e-12,1.8831171e-12,8.89892e-11,1.7542514e-11,4.365728e-10,3.2498834e-10,1.7667126e-10,3.6677685e-11,5.9113425e-10,2.282574e-10
50000,5.900567e-10,5.6348665e-11,2.4877453e-11,5.1509916e-12,1.0749607e-10,1.7187755e-11,4.4159412e-10,3.4889633e-10,2.918663e-10,6.0623506e-11,6.3745753e-10,2.2113879e-10
60000,6.1686495e-10,7.9819706e-11,4.0084044e-11,8.270951e-12,1.5513037e-10,2.6905745e-11,4.4318102e-10,4.1246231e-10,3.6888131e-10,7.660893e-11,7.583787e-10,2.7907568e-10
70000,6.318261e-10,1.10754045e-10,2.6256556e-11,5.687259e-12,2.0549379e-10,4.8382333e-11,4.4981e-10,4.842286e-10,2.917399e-10,6.306878e-11,8.847973e-10,3.7199543e-10
80000,6.481579e-10,1.08833664e-10,2.1749578e-11,4.4409836e-12,2.0389394e-10,9.0724074e-11,4.5085077e-10,4.741068e-10,2.7079217e-10,5.621614e-11,8.8051005e-10,5.1059373e-10
90000,6.736752e-10,1.1207913e-10,3.698435e-11,7.601488e-12,2.1179095e-10,5.7197972e-11,4.546444e-10,4.8587456e-10,3.5369807e-10,7.3449746e-11,9.0188834e-10,4.0091025e-10
100000,6.8428874e-10,1.1322268e-10,4.9708234e-11,1.014657e-11,2.1311104e-10,7.455098e-11,4.570927e-10,4.81082e-10,4.076033e-10,8.463095e-11,8.8401847e-10,4.5515444e-10
110000,7.051598e-10,1.0985627e-10,3.9451872e-11,8.102428e-12,2.0167075e-10,9.5175416e-11,4.5961676e-10,4.708761e-10,3.5991804e-10,7.554666e-11,8.6523655e-10,5.144864e-10
120000,7.316041e-10,1.2248863e-10,4.603354e-11,9.379696e-12,2.38145e-10,8.337679e-11,4.582433e-10,4.9358156e-10,3.9431616e-10,8.158723e-11,9.473111e-10,4.754247e-10
130000,7.6459244e-10,1.0760409e-10,2.9664066e-11,5.9339404e-12,1.9588149e-10,1.3064601e-10,4.5454723e-10,4.5587212e-10,3.0381478e-10,6.392053e-11,8.575028e-10,5.9688937e-10
140000,7.796697e-10,1.1812586e-10,3.8181944e-11,8.051658e-12,2.2071152e-10,1.1970386e-10,4.562907e-10,4.807572e-10,3.5584213e-10,7.819279e-11,9.0431396e-10,5.732096e-10
150000,8.1408497e-10,1.1653631e-10,3.9767082e-11,7.694913e-12,2.1540546e-10,1.24667e-10,4.5904955e-10,4.7545307e-10,3.5526337e-10,7.290152e-11,8.913118e-10,5.7656097e-10
160000,8.385991e-10,1.2426675e-10,3.6158413e-11,7.1116546e-12,2.234234e-10,1.3503323e-10,4.5445697e-10,4.892874e-10,3.388172e-10,7.023928e-11,9.23857e-10,5.927873e-10
170000,8.721489e-10,1.3257512e-10,2.338075e-11,4.753355e-12,2.448766e-10,1.1155716e-10,4.5219414e-10,4.9888976e-10,2.6673136e-10,5.6995627e-11,9.551585e-10,5.4238075e-10
180000,8.84873e-10,1.2697098e-10,3.860697e-11,7.917514e-12,2.3396016e-10,1.4402785e-10,4.5518686e-10,4.899254e-10,3.513319e-10,7.42839e-11,9.290937e-10,6.1511396e-10
190000,9.297312e-10,1.1951608e-10,4.1555145e-11,8.797388e-12,2.1499759e-10,1.3441143e-10,4.4632767e-10,4.721917e-10,3.5470005e-10,7.707054e-11,8.889335e-10,5.930747e-10
200000,9.421691e-10,1.1228825e-10,3.4291327e-11,6.919966e-12,1.8979525e-10,1.6016383e-10,4.511201e-10,4.5794848e-10,3.2789904e-10,6.869455e-11,8.5605445e-10,6.438939e-10
210000,9.698519e-10,1.07788e-10,2.7469556e-11,5.344447e-12,1.9791482e-10,1.622637e-10,4.4889206e-10,4.3765794e-10,2.8901484e-10,6.075246e-11,8.889936e-10,6.435128e-10
220000,9.851238e-10,1.2319912e-10,2.335755e-11,5.1223145e-12,2.0849651e-10,1.486566e-10,4.516294e-10,4.6972864e-10,2.5731692e-10,6.194619e-11,8.8021124e-10,6.1605343e-10
230000,1.006784e-09,1.154186e-10,2.3496623e-11,5.287213e-12,2.1116837e-10,1.8018231e-10,4.4621448e-10,4.5640236e-10,2.5908475e-10,5.7551342e-11,9.37966e-10,6.798463e-10
240000,1.0368069e-09,1.11175215e-10,5.1636296e-11,1.0719575e-11,1.9336951e-10,1.752242e-10,4.46761e-10,4.4727883e-10,3.963659e-10,8.400387e-11,8.4982577e-10,6.6404193e-10
250000,1.0619198e-09,1.1424008e-10,3.491281e-11,7.0114223e-12,2.0271614e-10,1.8203679e-10,4.3573178e-10,4.532182e-10,3.2284114e-10,6.8007336e-11,8.759855e-10,6.7283445e-10
260000,1.0960742e-09,1.04382024e-10,3.1936197e-11,7.558137e-12,1.9395986e-10,1.5279791e-10,4.2554396e-10,4.246874e-10,2.9316144e-10,6.637406e-11,8.6123386e-10,6.138804e-10
270000,1.10484e-09,1.1340978e-10,2.6926178e-11,5.5981517e-12,1.8843248e-10,1.5840217e-10,4.3501647e-10,4.4081092e-10,2.7897346e-10,6.0556664e-11,8.2774726e-10,6.2142136e-10
280000,1.1341879e-09,9.594564e-11,3.2446365e-11,6.1599085e-12,1.6895943e-10,2.1048188e-10,4.3489085e-10,3.9819323e-10,3.1327313e-10,6.4925045e-11,7.8106765e-10,7.2488804e-10
290000,1.1473075e-09,9.744654e-11,2.1060027e-11,4.435334e-12,1.8364742e-10,2.102585e-10,4.251644e-10,4.001092e-10,2.251692e-10,4.9814833e-11,8.309738e-10,7.274027e-10
300000,1.1607568e-09,8.092496e-11,9.384659e-12,1.1939487e-12,1.4444816e-10,2.1488497e-10,4.278203e-10,3.569304e-10,1.1545238e-10,2.343899e-11,7.6412054e-10,7.200294e-10
310000,1.1755602e-09,6.7700616e-11,1.285472e-11,2.8773605e-12,1.2242816e-10,2.0065379e-10,4.2638723e-10,3.049632e-10,1.6233215e-10,3.9643577e-11,6.575744e-10,6.9405737e-10
320000,1.1824768e-09,6.4885465e-11,2.2922296e-11,4.7698802e-12,1.2593909e-10,2.1338872e-10,4.46128e-10,2.8752176e-10,2.5179245e-10,5.4317998e-11,6.559032e-10,7.1900386e-10
330000,1.209531e-09,6.17634e-11,2.0528985e-11,3.6859617e-12,9.4695085e-11,1.7388778e-10,4.2831735e-10,2.9316144e-10,2.284745e-10,4.7352365e-11,5.754572e-10,6.3215205e-10
